,key,value,name
4317,Ingredients,"Roasted Red Bell Peppers,Water,Onions,Sea Salt,Olive Oil,Calcium Chloride,Citric Acid.","Mezzetta - Roasted Bell Pepper Strips & Carmelized Onions, (2)- 12 oz. Jars"
4319,Ingredients,"Chicken****,Water.","Applegate, Natural Chicken & Sage Breakfast Sausage, 7oz (Frozen)"
4320,Ingredients,"Tomatoes In Tomato Juice (Contains Citric Acid,Calcium Chloride),Water,Concentrated Crushed Tomatoes,Onions,Jalapeno Peppers (Contains Vinegar),Contains Less Than 2% Of Salt,White Vinegar,Dehydrated Garlic,Onion Powder,Citric Acid,Natural Flavoring.,Tomatoes,Concentrate Crushed Tomatoes,Salt,Vinegar,Natural Flavor,Garlic Powder.","Chi-Chi's Medium Thick _ Chunky Salsa, 24 oz"
4321,Ingredients,"Water,Tomato Paste,Peppers,Modified Corn Starch,Vinegar,Salt,Onion,Garlic,Chile Pepper,Citric Acid,Benzoate of Soda.","La Preferida Mild Red Taco Sauce, 7 oz"
4325,Ingredients,Available Upon Request,Vanilla Tootsie Roll Midgees Limited Edition 12 Ounce Bag
4330,Ingredients,"Chamomile Flowers,Hibiscus Flowers,Spearmint Leaves,Rose Petals,Lemongrass,Blackberry Leaves,Colour(Turmeric,Riboflavin),Peppermint Leaves,Sarsaparilla Root,Lemon Balm Leaf,Licorice Root,Natural Flavour","Tazo Calm-Chamomile Filter Bag Tea, 24 Count(Pack of 6)"
4333,Ingredients,"Filtered Water,Sugar,Citric Acid,Stevia Leaf Extract,Natural Flavor,Water, High Fructose Corn Syrup, Citric Acid, Sucralose (Splenda Brand Sweetener), Natural Flavor,Natural Flavor.",Capri Sun Roarin' Waters Tropical Fruit Juice Drinks 10 Ct
4334,Ingredients,"Water,Sugar,Dextrose,Citric Acid,Salt,Sodium Citrate,Monopotassium Phosphate,Gum Arabic,Natural Flavor,��Sucrose Acetate Isobutyrate,Glycerol Ester of Rosin,Yellow 6.,Natural Flavor, Sucrose Acetate Isobutyrate,Water, Sugar, Dextrose, Citric Acid, Natural Flavor, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Sucrose Acetate Isobutyrate, Glycerol Ester Of Rosin, Yellow 6.",Gatorade Orange Sports Drink - 8pk/20 Fl Oz
4335,Ingredients,"Water,Sugar,Dextrose,Citric Acid,Natural and Artificial Flavor,Salt,Sodium Citrate,Monopotassium Phosphate,Modified Food Starch,Glycerol Ester of Rosin,Blue 1.,Sucrose Syrup,High Fructose Corn Syrup (Glucose-Fructose Syrup),Natural and Artificial Flavors,Glycerol Ester of Wood Rosin,Water, Sugar, Dextrose, Citric Acid, Natural And Artificial Flavor, Salt, Sodium Citrate, Monopotassium Phosphate, Modified Food Starch, Glycerol Ester Of Rosin, Blue 1.,Natural And Artificial Flavor,Glycerol Ester Of Rosin",Gatorade Cool Blue Sports Drink 20 Oz 8 Pk
4336,Ingredients,"Sugar,Maltodextrin,Rice Starch,Gum Arabic,Natural and Artificial Flavors,Magnesium Stearate,Carnauba Wax.,Sugar, Maltodextrin, Rice Starch, Gum Arabic, Natural and Artificial Flavors, Magnesium Stearate, Carnauba Wax.",24 Pack Tic Tac Freshmint 1oz Each
4338,Ingredients,"Strawberry: Sugar,Maltodextrin,Corn Syrup,Pear Puree Concentrate,Palm Oil. Contains 2% or Less of: Carrageenan,Citric Acid,Monoglycerides,Sodium Citrate,Acetylated Monoglycerides,Malic Acid,Xanthan Gum,Vitamin C (Ascorbic Acid),Locust Bean Gum,Potassium Citrate,Natural Flavor,Red 40.Berry Tie-Dye: Sugar,Color (Red 40,Blue 1).Color by the Foot: Sugar,Color (Yellow 5,Red 40,Blue 1).,Grapes From Concentrate, Sugar, Maltodextrin, Corn Syrup, Pears From Concentrate, Partially Hydrogenated Cottonseed Oil, Carrageenan, Citric Acid, Acetylated Mono and Diglycerides, Sodium Citrate, Malic Acid, Xanthan Gum, Vitamin C (Ascorbic Acid), Locust Bean Gum, Natural & Artificial Flavor, Potassium Citrate, Color (Yellow 5, Red 40, Blue 1).,Strawberry Ingredients: Pears from Concentrate,Sugar,Partially Hydrogenated Cottonseed Oil,Contains 2 or Less of: Carrageenan,Sodium Citrate Malic Acid,Red 40. Berry Tie Dye: Pears from Concentrate,Partially Hydrogenated Cottonseed Oil. Contains 2 or Less of: Carrageenan,Locus Bean Gum,Color (Red 40, Blue 1),. Color by the Foot Ingredients: Pears from Concentrate,Color (Yellow 5, Red 40, Blue 1),.",Betty Crocker Fruit By The Foot Variety Pack Of Strawberry And Berry Tie-Dye 6 - 0.75oz Rolls
4341,Ingredients,"Salt,Sugar,Monosodium Glutamate,Corn Starch,Beef Fat,Hydrolyzed Corn Protein,powdered cooked chicken,yeast extract (barley),chicken fat,natural flavor,maltodextrin,silicon dioxide,dehydrated parsley,disodium inosinate,citric acid,yellow 5,yellow 6,annatto (color),.","Knorr Powdered Chicken Flavor Bouillon, 12 packets 3.81 oz (108 g)"
4344,Ingredients,"Organic Rice Flour,Whole Grain Sorghum Flour,Organic Tapioca Starch Flour,Organic Whole Grain Sorghum Flour,Leavening (Sodium Acid Pyrophosphate, Baking Powder, Monocalcium Phosphate),Inulin,Rice Bran Extract,Xanthan Gum.",Arrowhead Mills All Purpose Baking Mix Gluten Free 28 oz (Pack of 12)
4346,Ingredients,0 GM Total Fat,Bragg Organic Herbs And Spices Seasoning - Sea Kelp - 2.7 Ounces
4347,Ingredients,"Marjoram,thyme,rosemary,savory,sage,oregand,and basil.",McCormick Perfect Pinch Italian Seasoning
4349,Ingredients,"Sweet Potatoes,Water,Corn Syrup,Sugar.","Bruce?s Yams, 29 Oz"
4350,Ingredients,"Green Pitted Olives (Olives, Water, Salt, Lactic Acid, Acetic Acid),Canola Oil,Spices.",Pitted Olives Gig   7oz
4351,Ingredients,"Fair Trade Certified Nilgiri Black Tea*,Freeze-Dried Raspberries*,Essential Oil of Italian Bergamot*,Natural Raspberry Flavor.*Certified Organic.",Zhena's Gypsy Tea
4352,Ingredients,"Decaffeinated Coffee,Natural and Artificial Flavor.","Millstone Decaf French Vanilla Ground Coffee, 12 Oz"
4353,Ingredients,100 Pure Coffee.,Yuban Coffee
4355,Ingredients,"Glucose Syrup,Water,Alcohol,Rice,Corn Syrup,Salt.","Kikkoman Manjo Aji Mirin Cooking Rice Wine, 60-Ounce"
4363,Ingredients,DRIED GREEN LENTILS.,"Roland Dried Green Lentils, 17.6 Oz"
4380,Ingredients,"Pork,Paprika,Salt and Garlic.","Palacios Chorizo, 7.9 OZ"
4381,Ingredients,"100% Roasted Coffee.,The only ingredient in Puroast Coffee is 100% premium ground coffee beans. What makes Puroast Coffee so deliciously healthy is our unique roasting process. Our beans are roasted slowly in a wood-fire, which is traditional of Venezuelan coffee farmers. This process allows each bean to roast on its own, producing a range of flavors that are both subtle and full-bodied. The Puroast roasting process also reduces bitter elements that are often caused by other, conventional roasting methods. This in turn reduces the acid content of all our Puroast Coffees. In addition to the health benefits low acidity provides, it also “unmasks” the true flavor of the bean.,The only ingredient in Puroast Coffee is 100% premium ground coffee beans. What makes Puroast Coffee so deliciously healthy is our unique roasting process. Our beans are roasted slowly in a wood-fire,which is traditional of Venezuelan coffee farmers. This process allows each bean to roast on its own,producing a range of flavors that are both subtle and full-bodied. The Puroast roasting process also reduces bitter elements that are often caused by other,conventional roasting methods. This in turn reduces the acid content of all our Puroast Coffees. In addition to the health benefits low acidity provides,it also “unmasks” the true flavor of the bean.","Puroast Organic Gound Coffee French Roast, 12.0 OZ"
4383,Ingredients,"Apple Puree Concentrate,Cherry Puree Concentrate,Orange Juice,Concentrate (Concentrated Orange Juice,Orange Pulp,Water,Orange Oil),Natural Black Cherry Flavor with Other Natural Flavors.,Apples, Cherries, Orange Puree, Natural Flavors.,Apples,Cherries,Orange Puree,Natural Flavors.",Stretch Island All Natural Fruit Strip Orchard Cherry 0.5 oz
4384,Ingredients,"Cherry Flavored Filling (Sugar,Apple Powder,Cherries,Glycerine,White Grape Juice Concentrate,Water,Modified Tapioca Starch,Pectin,Citric Acid,Malic Acid,Natural Flavor,Tricalcium Phosphate,Black Carrot Juice,Sodium Citrate),Chick Pea Flour,Potato Starch,Fructose,Pear Juice Concentrate,Raisin Paste,Inulin,Canola Oil,Tapioca Starch,White Rice Flour,Sodium Bicarbonate,Bacillus Coagulans GBI-30 6086","Glutino! Cherry Gluten Free Breakfast Bars, 1.41 oz"
4385,Ingredients,"Instant Oat Flakes, Organic Quinoa Flakes.",Arrowhead Mills - Gluten Free Instant Quinoa & Oat Hot Cereal - 8 X 1 Oz (28 G) Packets
4386,Ingredients,"Arabica Organic Coffee (Flavored Coffees Also Contain Natural Flavors).,Arabica Organic Coffee (Flavored Coffees Also Contain Natural Flavors),.",The Organic Coffee Co.
4387,Ingredients,"Organic paprika, organic caraway, organic crushed red chili pepper, organic cayenne, organic coriander, organic cumin, organic garlic, organic peppermint, sea salt.,Organic paprika,organic caraway,organic crushed red chili pepper,organic cayenne,organic coriander,organic cumin,organic garlic,organic peppermint,sea salt.",Frontier Organic Seasoning
4388,Ingredients,"A Seasonal Mix of Root Vegetables (Sweet Potato, Parsnip, Batata, Taro, Yuca), Canola Oil and/or Safflower Oil and/or Sunflower Oil, Salt, Beet Juice (For Color).,A Seasonal Mix of Root Vegetables (Sweet Potato, Parsnip, Batata, Taro, Yuca),Canola Oil and/or Safflower Oil and/or Sunflower Oil,Salt,Beet Juice (For Color),.",TERRA Vegetable Chips
4390,Ingredients,"Olives,Water,Garlic,Salt,Lactic Acid,Citric Acid.",Napoleon Stuffed Olives
4391,Ingredients,"Water,Mustard Seed,Vinegars (White Distilled, Red Wine And White Wine),Sugar,Salt,White Wine,Garlic,Spices,Xanthan Gum,Turmeric,Citric Acid,ArtificialAnd Natural Flavors,Annatto.",Inglehoffer Stone Ground Mustard 4 OZ (Pack of 6)
4392,Ingredients,100 Arabica Beans and Artificial Flavors. Fabric Care,EKOCUPS Artisan Organic Bold Coffee
4394,Ingredients,"Ingredients:The only ingredient in Puroast Coffee is 100% premium ground coffee beans. What makes Puroast Coffee so deliciously healthy is our unique roasting process. Our beans are roasted slowly in a wood-fire,which is traditional of Venezuelan coffee farmers. This process allows each bean to roast on its own,producing a range of flavors that are both subtle and full-bodied. The Puroast roasting process also reduces bitter elements that are often caused by other,conventional roasting methods. This in turn reduces the acid content of all our Puroast Coffees. In addition to the health benefits low acidity provides,it also &ldquo;unmasks&rdquo; the true flavor of the bean.,Ingredients:The only ingredient in Puroast Coffee is 100 premium ground coffee beans. What makes Puroast Coffee so deliciously healthy is our unique roasting process. Our beans are roasted slowly in a wood-fire,it also unmasks the true flavor of the bean. 100 real Arabica coffee,50 lower acidity than most coffee","Puroast Coffee House Blend Decaf Ground Coffee, 12 oz"
4396,Ingredients,"Proprietary Blend of Herbs - 2,000 mg.,Proprietary Blend of Herbs - 2,000 mg.",Yogi Woman's Moon Cycle Tea Bags - 16 CT
4397,Ingredients,"Sugar,Modified Cornstarch,Contains less than 2% of Disodium Phosphate and Tetrasodium Pyrophosphate (for Thickening),Cinnamon,Caramel Color,Ginger,Salt,Mono- and Diglycerides (prevents Foaming),Natural and Artificial Flavor,Yellow 6,Yellow 5,contains less than 2 of Disodium Phosphate and Tetrasodium Pyrophosphate (for Thickening),Mono- and Diglycerides (Prevents Foaming),Yellow 5.","Jell-O Instant Pudding _ Pie Filling Pumpkin Spice, 3.4 Oz"
4398,Ingredients,"Fine Black Tea Expertly Selected from the Dimbula District in Sri Lanka.,Single tea bag in sealed packet. Ingredients: black tea","Twinings Ceylon Black Bagged Tea, 20 Ct"
4400,Ingredients,"100% Pure Coffee.,100 Pure Coffee.","Cafe Bustelo Dark Roast Ground Coffee, 6 oz"
4404,Ingredients,"SUGAR, POTASSIUM CHLORIDE, ONION POWDER,MALTODEXTRIN, MONOAMMONIUM GLUTAMATE, GELATIN, DEXTROSE, CHICKEN FAT, CONTAINS 2% OR LESS OF NATURAL FLAVORING, DISODIUM INOSINATE, AND DISODIUM GUANYLATE*, POLYSORBATE 80, TURMERIC EXTRACTIVE, PROPYLENE GLYCOL, SILICON DIOXIDE (ANTICAKING AGENT).* ADDS A DIETARILY INSIGNIFICANT AMOUNT OF SODIUM.",Hormel Herb Ox Chicken Bouillon Sodium Free 50 Packets
4406,Ingredients,"ORGANIC FENNEL,ORGANIC CINNAMON,ORGANIC GINGER,ORGANIC APPLE PIECES,ORGANIC PEPPERMINT,ORGANIC ARTISE,ORGANIC SPEARMINT,ORGANIC DANDELION ROOT,ORGANIC CARAWAY,ORGANIC MARIGOLD FLOWERS,ORGANIC CORNFLOWER.",Two Leaves _ A Bud 100% Organic Better Belly Blend Tea 15 BAG ()
4407,Ingredients,"100% Fruit Juice (Filtered Water Sufficient to Reconstitute Organic Apple and Organic Grape Juice Concentrates),Natural Flavors,Citric Acid,Ascorbic Acid (Vitamin C).,Calcium Gluconate,Calcium Lactate,Ascorbic Acid (Vitamin C),.","Apple _ Eve Organics Juice Drink, Grape, 6.75 Fl Oz, 3 Ct"
4408,Ingredients,"Yellow Corn Flour,Salt,Lemon Juice Powder (Corn Syrup Solids,Lemon Juice Solids,Lemon Oil),Spices,Dried Garlic,Citric Acid,Monosodium Glutamate,Natural Flavors.,Corn Flour,Lemon Juice,Garlic,Spice Extractives.",Louisiana Fish Fry New Orleans Style (6x10Oz )
4412,Ingredients,"Decaffeinated Orange Pekoe and Pekoe Cut Black Tea.,Ingredients: Decaffeinated Orange Pekoe Pekoe Cut Black Tea","Lipton Iced Tea Bags Family Size, 10.5 oz"
4415,Ingredients,Pretzels,"Snyder's of Hanover Pretzel Variety Pack, 1.5 Ounce, (Pack of 36)"
4416,Ingredients,"Manzanilla Olives,Pimientos,Water,Salt and Lactic Acid.","Goya Salad Olives, 7.0 OZ"
4418,Ingredients,Certified organic lemon juice.,Santa Cruz Juice
4419,Ingredients,Colombian Soluble Coffee (100%).,"Colcafe Instant Coffee, 6 oz"
4422,Ingredients,"beautiful mahogany case filled with 9 bouquets of tea leaves that blossom into a myriad of flavors from sweet and subtle to rich and bold. The stylish glass teapot included is ideal to observe the flowering tea petals.white teas: starlight rose,flower jewel,dragon lily,lavender dreamgreen teas: emerald sun,jade fortune,jasmine pearlsblack tea: midnight peony,black beauty",Numi Organic Tea Flowering Gift Set in Handcrafted Mahogany Bamboo Chest: Glass Teapot _ 6 Flowering
4426,Ingredients,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural And Artificial Flavors, Sodium Benzoate (Preservative), Caffeine.,Carbonated Water,High Fructose Corn Syrup,Caramel Color,Phosphoric Acid,Natural And Artificial Flavors,Sodium Benzoate (Preservative),Caffeine.",Dr Pepper 12 Fl Oz 12 Pk
4427,Ingredients,"Cabonated Water; Citric Acid; Natural And Artificial Flavors; Potassium Citrate; Concentrated Grapefruit Juice; Potassium Sorbate, Potassium Benzoate, And Edta [To Protect Taste]; Aspartame; Acesulfame Potassium; Acacia; Glycerol Ester Of Rosin; Brominated Vegetable Oil; Carob Bean Gum,Cabonated Water; Citric Acid; Natural And Artificial Flavors; Potassium Citrate; Concentrated Grapefruit Juice; Potassium Sorbate,Potassium Benzoate,And Edta [To Protect Taste]; Aspartame; Acesulfame Potassium; Acacia; Glycerol Ester Of Rosin; Brominated Vegetable Oil; Carob Bean Gum","Fresca Black Cherry Soda 12 Oz, 12 Pk"
4429,Ingredients,"Plantains,palm oil and sea salt,Calories (140 g), Calories From Fat (60 g), Total Fat (6 g, 10%), Saturated Fats (2.5 g, 14%), Sodium (100 mg, 4%), Potassium (220 mg, 6%), Total Carbohydrate (20 g, 7%), Dietary Fiber (1 g, 6%), Protein (1 g), Vitamin A (20%), Vitamin C (15%)plantains, palm olein, salt.,Calories (140 g),Calories From Fat (60 g),Total Fat (6 g, 10%),Saturated Fats (2.5 g, 14%),Sodium (100 mg, 4%),Potassium (220 mg, 6%),Total Carbohydrate (20 g, 7%),Dietary Fiber (1 g, 6%),Protein (1 g),Vitamin A (20%),Vitamin C (15%),plantains,palm olein,salt.",Plantain Chips
4430,Ingredients,Black Tea,PG Tips Black Tea
4431,Ingredients,"Sugar,Maltodextrin,Tartaric Acid,Natural and Artificial Flavors,Rich Starch,Gum Arabic,Magnesium Stearate,Ascorbic Acid,Yellow 6,Carnauba Wax",TIC TAC T60 ORANGE
4435,Ingredients,California pistachios; 3-Salamis; Dried Fruit; Merlot cheddar cheese; Monterey Jack Cheese; Brie cheese,California Delicious Meat and Cheese Gift Crate
4436,Ingredients,Carbonated Mineral Water.,Topo Chico Mineral Water 11.5 Oz
4438,Ingredients,"Vapor Distilled Water,Calcium Chloride and Magnesium Chloride and Potassium Bicarbonate (Electrolyte Sources Electrolytes Added for Taste),.",Smartwater174 Electrolyte Enhanced Water 33.8 Oz
4440,Ingredients,"Distilled Vinegar,Aged Cayenne Red Peppers,Salt,Water,Canola Oil,Paprika,Xanthan Gum,Sodium Benzoate (as a Preservative),Natural Butter Type Flavor and Garlic Powder.",Frank's Redhot Buffalo Wing Sauce 12 Oz
4442,Ingredients,"Tomatoes,Tomato Juice,Less Than 2% of: Salt,Citric Acid,Calcium Chloride.,tomato juice,less than 2% of: salt,citric acid,calcium chloride.",Hunt's174 100 Natural Petite Diced Tomatoes 14.5oz
4443,Ingredients,"Spices (Including Roasted Chili Pepper, Red Pepper, Black Pepper, Mustard, Cloves),Salt,Garlic,Coffee,Onion,Unrefined Sugar,Cocoa Powder (Processed with Alkali),Natural Flavor (Including Hickory Smoke),and Extractives of Paprika.",McCormick Grill Mates
4444,Ingredients,"Red Kidney Beans,Water,Salt,Potassium Chloride,Calcium Chloride Added as a Firming Agent and Disodium EDTA Added to Promote Color Retention.",Goya Low Sodium Red Kidney Beans
4447,Ingredients,All Natural Salt.,Alessi - Coarse Mediterranean Sea Salt
4448,Ingredients,"Organic Sweet Potato Pie Puree (Organic Apples, Organic Sweet Potatoes, Organic Spices, Citric Acid),.",Veggie Gos Organic Sweet Potato Pie Veggie Snack
4449,Ingredients,"Tomatoes,Tomato Juice,Onions,Jalapeos,Salt,Concentrated Lime Juice,Garlic Powder,Spices,Cilantro,Natural Flavors,Citric Acid,Calcium Chloride.",Kuner's Tomatoes and Jalapenos
4450,Ingredients,"Contains: Chervil,Basil,Rosemary,Tarragon,Garlic,Lavender,Marjoram,Savory,Thyme and Parsley.",Morton & Basset Spices
4451,Ingredients,"Cooked Corn Beef (Cured With Salt, Sugar, Water, Sodium Nitrate),And Beef,Rehydrated Potatoes,Water,Less Than 2% Of: Salt,Sodium Nitrate,And Flavorings. One (1),15-ounce can LIBBY'S Corned Beef Hash,Can be prepared in the microwave or on the stove top,Makes for a quick and easy breakfast or brunch,Inspected and Passed by U.S. Department of Agriculture,21 grams of protein per serving",Libby's Corned Beef Hash 15 oz (Pack of 12)
4452,Ingredients,Premium Grade Organic Ceylon Cinnamon Powder,Indus Organics Ceylon Cinnamon Powder
4453,Ingredients,"Red wine vinegar,grape musts.Acidity 65%Contains sulfites",Alessi Vinegar
4458,Ingredients,California Organic Raisins.,"Sun Maid Organic Raisins, 64 Ounce"
4459,Ingredients,"Semolina,Niacin,Iron Lactate,Thiamin Mononitrate,Riboflavin,Folic Acid.","Colavita Spaghettini Pasta, 1 Lb"
4460,Ingredients,"onions, garlic, sea salt, California chili pepper, cayenne pepper, cumin powder, coriander powder, paprika, black pepper, basil leaves, parsley flakes, thyme leaves, citric acid, lemon peel, oregano,onions,garlic,sea salt,California chili pepper,cayenne pepper,cumin powder,coriander powder,paprika,black pepper,basil leaves,parsley flakes,thyme leaves,citric acid,lemon peel,oregano","#1 Best-Selling 5oz. Flavor God Seasonings (4 Seasoning Combo Set, 4 Bottles)"
4461,Ingredients,"Made with: Salt,Spices,Chili Powder,Paprika,Onion,Annatto,Garlic,and Less Than 2% Silicon Dioxide and Sunflower Oil Added to Prevent Caking.",Traeger Pellet Grills 5.5OZ Pork/Poultr Shake
4462,Ingredients,"Corn,Lime (Calcium Hydroxide),.",Bob's Red Mill Corn Flour Golden Masa - 24 oz
4465,Ingredients,"Select Mustard Seeds,Vinegar,Salt,Turmeric and Spices.","NATHANS MUSTARD CONEY ISLAND, 16 OZ"
4470,Ingredients,"Popcorn,Sunflower Oil,Dried Cane Sugar,Sea Salt,Garlic Powder,Paprika,Cayenne Pepper,Cumin.,you'll love: Popcorn, Sunflower Oil, Evaporated Cane Juice, Sea Salt, Garlic Powder, Paprika, Cayenne Pepper, Cumin.","Angie’s BOOMCHICKAPOP Sweet _ Spicy Popcorn, 6 Ounce Bag"
4472,Ingredients,"Medium Grain Rice Enriched with Iron (Ferric Orthophosphate),Niacin,Thiamine (Thiamine Mononitrate) and Folic Acid.,Medium Grain Rice Enriched With Iron (Ferric Orthophosphate),Thiamin (Thiamin Mononitrate),and Folic Acid.","Goya Enriched Medium Grain Rice, 160 Oz"
4473,Ingredients,"Imported Anchovies,Salt,Olive Oil,Palm Oil,Sugar,Spices.",Giovannis Paste Anchovy 2 Oz Pack 3
4477,Ingredients,"Cane Sugar,Tapioca Syrup,Ginger Juice,Pectin,Citric Acid,Freeze-Dried Ginger,Sodium Citrate,Color Added (Turmeric).,Ginger People Ginger Spice Drops 3.5 oz Case of 24","The Ginger People Gin Gins Ginger Spice Drops, 3.5 Oz"
